,Range,SNR,Number Of People
0,4.592640667283477,21.479652404785156,1
1,4.592640667283477,28.918607711791992,1
2,4.592640488185762,31.600189208984375,1
3,4.739214029706105,17.161577224731445,1
4,5.032361009726077,34.64423370361328,1
5,4.739213854570898,27.17425537109375,1
6,4.592640372622813,63.32754898071289,1
7,4.592640372622813,77.69086456298828,1
8,4.6903560100637245,25.253637313842773,1
9,4.592640354379254,86.96011352539062,1
10,4.739213917778585,57.97470474243164,1
11,4.788071554720717,38.41313934326172,1
12,4.7392140721817135,37.50312042236328,1
13,4.5926405275131925,21.207977294921875,1
14,4.7392140721817135,32.74808883666992,1
15,4.5926406479293345,29.61362648010254,1
16,4.5926406479293345,27.46636199951172,1
17,4.5926406479293345,16.866619110107422,1
18,4.6414981300740665,27.74467658996582,1
19,4.98350344094675,24.668842315673828,1
20,4.690356478315133,18.839275360107422,1
21,4.592640261547544,22.913631439208984,1
22,4.788071476095108,44.27062225341797,1
23,4.788071476095108,116.0082778930664,1
24,4.641497860553023,21.267648696899414,1
25,4.788071554720717,47.59431457519531,1
26,4.788071554720717,25.269262313842773,1
27,4.788071554720717,27.315988540649414,1
28,4.641498138248305,34.39560317993164,1
29,4.641498138248305,48.00685501098633,1
30,4.788071397651805,50.664306640625,1
31,4.641498007386413,29.301305770874023,1
32,4.739213917778585,41.703025817871094,1
33,4.739213917778585,141.68946838378906,1
34,4.739213917778585,34.818748474121094,1
35,4.6903560100637245,45.26107406616211,1
36,4.641498007386413,44.26653289794922,1
37,4.641497942569912,59.62926483154297,1
38,4.592640354379254,123.7488784790039,1
39,4.6903560100637245,40.34157180786133,1
40,4.641497942569912,54.98581314086914,1
41,4.543782286885442,66.1209945678711,1
42,4.543782286885442,156.10858154296875,1
43,4.494924408403603,129.18460083007812,1
44,4.446066890674728,61.42021942138672,1
45,4.494924408403603,45.98091506958008,1
46,4.446066977519052,51.35389709472656,1
47,4.446066890674728,119.20034790039062,1
48,4.397208430649592,84.4457015991211,1
49,4.348350822582831,76.89928436279297,1
50,4.250635128235936,78.23863983154297,1
51,4.201777281062488,70.53822326660156,1
52,4.250635128235936,79.3289566040039,1
53,4.15291943388904,208.96063232421875,1
54,4.104061586715592,173.73133850097656,1
55,4.055203278952819,80.14582061767578,1
56,4.104061586715592,79.824951171875,1
57,4.006345662074033,89.33526611328125,1
58,3.957487879311035,118.9175033569336,1
59,3.9086299576556374,106.58155822753906,1
60,3.8597722987572243,215.6944122314453,1
61,3.8597722987572243,293.8971252441406,1
62,3.8109143424971985,344.3639221191406,1
63,3.8109143424971985,429.9544982910156,1
64,3.8109143424971985,117.36397552490234,1
65,3.7620562295404505,268.14410400390625,1
66,3.7131984491512897,151.64402770996094,1
67,3.7131984815101604,93.2004165649414,1
68,3.6643406993186556,118.33641815185547,1
69,3.859771993516527,64.8987045288086,1
70,3.859771993516527,75.98564147949219,1
71,3.517767040717169,113.25618743896484,1
72,3.517766914381743,77.6978759765625,1
73,3.517766914381743,88.11491394042969,1
74,3.4689089082268456,67.16358184814453,1
75,3.5177670063253443,46.9830436706543,1
76,3.42005142555873,30.711063385009766,1
77,3.3223355822479346,52.76023864746094,1
78,3.273477643290223,44.615970611572266,1
79,3.2734775555902598,49.56806564331055,1
80,3.2734775607390567,44.99341583251953,1
81,3.224619810819817,31.46605110168457,1
82,3.224619810819817,70.49053192138672,1
83,3.224619818285241,170.05471801757812,1
84,3.224619818285241,181.699951171875,1
85,3.224619722151553,97.44773864746094,1
86,3.224619722151553,102.76370239257812,1
87,3.17576177181013,109.86479187011719,1
88,3.1757620358133827,99.8415756225586,1
89,3.1757620358133827,151.07679748535156,1
90,3.175761933639285,138.1904754638672,1
91,3.175761933639285,81.84513092041016,1
92,3.175761933639285,86.88574981689453,1
93,3.078046101879974,311.8832092285156,1
94,3.1269040688466783,99.06317901611328,1
95,3.2734777255879486,87.51588439941406,1
96,3.126904056702809,54.21871566772461,1
97,3.2734773948476086,120.73328399658203,1
98,3.2734773948476086,58.954254150390625,1
99,3.126903846600607,136.06700134277344,1
100,3.1757618920969986,166.29563903808594,1
101,3.1757618920969986,70.07402801513672,1
102,3.175762045434098,62.73377990722656,1
103,3.175762045434098,61.778472900390625,1
104,3.3223355822479346,79.91606140136719,1
105,3.2246199670894957,87.50175476074219,1
106,3.224619780225638,31.56995964050293,1
107,3.3711933919289923,41.373931884765625,1
108,3.3711933919289923,24.57253646850586,1
109,3.2734775789548536,51.79644775390625,1
110,3.468909041583218,25.411714553833008,1
111,3.4689090097851865,38.5125617980957,1
112,3.4689091073078226,73.47035217285156,1
113,3.3711933522700805,82.14988708496094,1
114,3.468909065593418,44.963138580322266,1
115,3.371193271724152,38.787353515625,1
116,3.5177668355928824,57.814239501953125,1
117,3.4200513526918224,90.54610443115234,1
118,3.5177670366191767,69.5300521850586,1
119,3.4689090354680903,67.539306640625,1
120,3.566624863520223,44.11541748046875,1
121,3.4689089680140994,52.20598602294922,1
122,3.6643406593793393,37.735687255859375,1
123,3.5177669488817287,68.41014099121094,1
124,3.5177669488817287,50.150421142578125,1
125,3.5177668045907406,35.344444274902344,1
126,3.5666247744950215,41.949859619140625,1
127,3.6643406593793393,26.988548278808594,1
128,3.664340685166292,46.79696273803711,1
129,3.5177668045907406,56.61396408081055,1
130,3.5177668045907406,94.91140747070312,1
131,3.615482977943285,40.53654479980469,1
132,3.6154828084776454,112.72418212890625,1
133,3.4689091239512853,43.66658020019531,1
134,3.468908888131627,51.05179977416992,1
135,3.4200513734264675,73.8454818725586,1
136,3.4689091239512853,91.94023895263672,1
137,3.4200514183540327,75.47884368896484,1
138,3.4689091239512853,185.13360595703125,1
139,3.4689091239512853,338.6425476074219,1
140,3.322335418739319,81.74877166748047,1
141,3.4200513734264675,137.6683349609375,1
142,3.3711933174827484,114.1087875366211,1
143,3.322335418739319,109.79109954833984,1
144,3.322335418739319,105.06920623779297,1
145,3.27347769924847,149.7971954345703,1
146,3.224620010015916,144.48838806152344,1
147,3.2246199797576214,148.47677612304688,1
148,3.175761923813903,245.92413330078125,1
149,3.175761923813903,175.29539489746094,1
150,3.1269040250704725,250.19479370117188,1
151,3.0780459713800683,163.15524291992188,1
152,3.0780459713800683,206.80787658691406,1
153,3.029188126631124,276.9501953125,1
154,2.9803304359256377,117.95439910888672,1
155,2.980330466927395,118.78002166748047,1
156,2.784898957223629,88.2977294921875,1
157,2.736040979880055,149.87281799316406,1
158,2.687183181789063,117.78852844238281,1
159,2.687183181789063,83.65535736083984,1
160,2.784898957223629,62.67876434326172,1
161,2.736040979880055,118.45651245117188,1
162,2.638325222573664,144.28594970703125,1
163,2.6383252830456314,198.1142120361328,1
164,2.5894673326763504,166.50177001953125,1
165,2.540609640248182,241.0394287109375,1
166,2.5406094543311197,127.97298431396484,1
167,2.49175159975448,284.4515686035156,1
168,2.442893714793797,606.7300415039062,1
169,2.39403581384368,352.1326904296875,1
170,2.3940359380623693,519.491455078125,1
171,2.3451782146313427,507.6325378417969,1
172,2.2963202247390315,470.9671630859375,1
173,2.2963203198992184,389.6243896484375,1
174,2.2474623180380116,113.48997497558594,1
175,2.2474623180380116,228.3415069580078,1
176,2.1986042258557914,112.80654907226562,1
177,2.1986042258557914,218.20509338378906,1
178,2.1986042871408555,467.7184143066406,1
179,2.1986043093405097,412.43902587890625,1
180,2.198604307119126,448.4490051269531,1
181,2.1986044903309425,372.5718994140625,1
182,2.1497465513732315,87.64673614501953,1
183,2.149746472277875,145.1278076171875,1
184,2.24746211550996,305.88848876953125,1
185,2.24746211550996,376.468994140625,1
186,2.24746230856051,395.2149658203125,1
187,2.1497464030230016,309.0564880371094,1
188,2.149746426954538,361.55609130859375,1
189,2.149746426954538,156.18777465820312,1
190,2.1497463773501764,165.8943634033203,1
191,2.1986042491975377,46.65726089477539,1
192,2.1497463773501764,371.76641845703125,1
193,2.149746426954538,174.61831665039062,1
194,2.149746426954538,108.59611511230469,1
195,2.1986043582190873,204.39730834960938,1
196,2.1986043582190873,210.35182189941406,1
197,2.1986042876677248,158.3361358642578,1
198,2.24746211550996,115.28570556640625,1
199,2.2474622042018013,62.23629379272461,1
200,2.296320244092881,83.46690368652344,1
201,2.2963203336417384,75.67942810058594,1
202,2.24746216662477,162.2698974609375,1
203,2.24746216662477,113.96534729003906,1
204,2.2963203336417384,127.50817108154297,1
205,2.296320093663184,284.83074951171875,1
206,2.296320093663184,218.5055389404297,1
207,2.296320159848098,116.5770034790039,1
208,2.296320159848098,117.19072723388672,1
209,2.3940358984522394,180.61277770996094,1
210,2.3940358432344606,104.13314056396484,1
211,2.345178107929299,134.39501953125,1
212,2.345178107929299,176.71429443359375,1
213,2.3451782146313427,85.35853576660156,1
214,2.3451782146313427,46.81645584106445,1
215,2.2963202247390315,46.96567916870117,1
216,2.296320124466075,74.3434829711914,1
217,2.296320124466075,102.29529571533203,1
218,2.2474622410217897,100.02536010742188,1
219,2.2474622410217897,101.3456802368164,1
220,2.198604341103491,63.45313262939453,1
221,2.1986043430510804,104.37818145751953,1
222,2.1986043013186505,71.26810455322266,1
223,2.1497463621834516,90.03623962402344,1
224,2.1497464283132453,90.78453826904297,1
225,2.1008886522067147,68.41002655029297,1
226,2.1008886522067147,75.3948974609375,1
227,2.100888765500608,50.34394073486328,1
228,2.1986043013186505,47.933815002441406,1
229,2.052030844186368,27.082813262939453,1
230,2.100888752729954,31.00725746154785,1
231,2.003172841033344,46.565303802490234,1
232,2.003172780527358,51.07032012939453,1
233,1.9054571667161846,22.45281410217285,1
234,1.9543149177246093,63.21635437011719,1
235,2.0031728668427933,62.7469367980957,1
236,2.052030844186368,63.64156723022461,1
237,2.052030816241942,107.36502075195312,1
238,2.1008886522067147,99.78558349609375,1
239,2.1008886522067147,230.22897338867188,1
240,2.1497464283132453,160.64437866210938,1
241,2.1497463621834516,88.53516387939453,1
242,2.1497463621834516,140.80043029785156,1
243,2.1986043430510804,89.84394073486328,1
244,2.247462257689575,50.41353988647461,1
245,2.2474622410217897,123.89056396484375,1
246,2.2474622410217897,79.88029479980469,1
247,2.296320124466075,126.1014404296875,1
248,2.345177998957201,158.8416290283203,1
249,2.3451782146313427,147.4700164794922,1
250,2.39403581384368,118.00072479248047,1
251,2.3940359380623693,145.24996948242188,1
252,2.3451782146313427,96.50301361083984,1
253,2.4428938450956683,66.46554565429688,1
254,2.4428938450956683,100.77510070800781,1
255,2.4428938450956683,117.37947845458984,1
256,2.3940358432344606,73.2781982421875,1
257,2.3940358984522394,43.37599182128906,1
258,2.3940358984522394,77.7402114868164,1
259,2.3451781616277136,50.7283935546875,1
260,2.4428936414371183,51.0833625793457,1
261,2.3940357452268466,70.62022399902344,1
262,2.3940358610479575,94.21089172363281,1
263,2.3940358610479575,214.11708068847656,1
264,2.34517827259945,96.52147674560547,1
265,2.394035692718296,72.69221496582031,1
266,2.3451780998180816,90.30249786376953,1
267,2.2963201863114064,218.83328247070312,1
268,2.3451780912663285,207.1980438232422,1
269,2.345178181955812,113.75883483886719,1
270,2.24746230856051,137.35887145996094,1
271,2.24746230856051,292.24627685546875,1
272,2.2474623608879467,340.2705383300781,1
273,2.2474623597759975,367.1814880371094,1
274,2.2474623597759975,133.4911651611328,1
275,2.1986042491975377,192.25875854492188,1
276,2.1986042491975377,167.8980255126953,1
277,2.198604389822397,237.16839599609375,1
278,2.1986042491975377,136.9793701171875,1
279,2.1986042491975377,281.9051818847656,1
280,2.1986043939212423,442.5450439453125,1
281,2.1986043939212423,122.08707427978516,1
282,2.1986043582190873,148.1524658203125,1
283,2.198604215324796,128.67330932617188,1
284,2.1986043194513223,177.7864227294922,1
285,2.1986043194513223,201.96275329589844,1
286,2.1986044903309425,385.34381103515625,1
287,2.198604307119126,580.6126708984375,1
288,2.2474623132740237,287.0882263183594,1
289,2.2474623132740237,601.1962890625,1
290,2.2474623356651158,361.74774169921875,1
291,2.296320130974789,432.0463562011719,1
292,2.2963201830370727,290.49700927734375,1
293,2.247462204446432,55.68520736694336,1
294,2.2474623180380116,80.39955139160156,1
295,2.3940359380623693,68.283447265625,1
296,2.442893717688263,181.81919860839844,1
297,2.491751707580574,116.35399627685547,1
298,2.4917515628259315,142.7194061279297,1
299,2.491751652994284,175.1912384033203,1
300,2.54060965414537,163.50869750976562,1
301,2.540609580622109,191.85743713378906,1
302,2.5894672307936677,162.02076721191406,1
303,2.5894672304376507,174.1290283203125,1
304,2.6383252003419306,125.96186828613281,1
305,2.638325204475304,87.70767974853516,1
306,2.687183112470978,159.7143096923828,1
307,2.7360411866683525,59.92972946166992,1
308,2.736040979880055,117.48494720458984,1
309,2.6871831221157967,239.51255798339844,1
310,2.7360410642229165,449.0414733886719,1
311,2.784898871128503,94.18399810791016,1
312,2.8337567102730308,353.6141052246094,1
313,2.8826145439899147,385.4190368652344,1
314,2.8826145439899147,212.09317016601562,1
315,2.931472633210511,176.21412658691406,1
316,2.9803304359256377,184.8482208251953,1
317,2.980330466927395,219.2381591796875,1
318,3.02918807424383,157.05313110351562,1
319,3.0780459713800683,130.98593139648438,1
320,3.175761923813903,122.40753173828125,1
321,3.1269041420912114,92.98529815673828,1
322,3.1757620007227727,179.08302307128906,1
323,3.2246199835381453,185.05372619628906,1
324,3.2246199797576214,125.30972290039062,1
325,3.2246199797576214,105.11348724365234,1
326,3.27347769924847,83.09845733642578,1
327,3.273477564362031,232.19081115722656,1
328,3.3711933174827484,60.339752197265625,1
329,3.3223354542593446,48.33103942871094,1
330,3.3223354542593446,97.88101196289062,1
331,3.3223354542593446,49.580284118652344,1
332,3.517766991660746,29.968326568603516,1
333,3.371193344156658,46.480743408203125,1
334,3.468908888131627,35.959896087646484,1
335,3.5177668045907406,35.01152038574219,1
336,3.517766909960313,39.44968795776367,1
337,3.468908888131627,45.93571090698242,1
338,3.5666247744950215,42.856117248535156,1
339,3.6154827443993054,61.71282196044922,1
340,3.517766909960313,55.14353561401367,1
341,3.517766909960313,42.19294357299805,1
342,3.5177668045907406,46.988037109375,1
343,3.6154827735051787,85.45572662353516,1
344,3.566624835304691,142.20693969726562,1
345,3.566624835304691,161.6335906982422,1
346,3.5177670366191767,108.6859130859375,1
347,3.5666249165605532,79.5143814086914,1
348,3.566624835111623,67.67341613769531,1
349,3.5177670554857294,75.14461517333984,1
350,3.468909065593418,124.21589660644531,1
351,3.4200513526918224,57.34895706176758,1
352,3.4689091073078226,56.97608947753906,1
353,3.4689091073078226,77.94221496582031,1
354,3.3711933522700805,42.901248931884766,1
355,3.322335572644187,22.117338180541992,1
356,3.3711933701414543,59.15135955810547,1
357,3.371193318969276,53.33658981323242,1
358,3.3223355575454945,59.54610061645508,1
359,3.3223355575454945,70.96683502197266,1
360,3.3711933919289923,78.87872314453125,1
361,3.2734775741853936,205.9926300048828,1
362,3.2734775741853936,88.89431762695312,1
363,3.224619780225638,93.10149383544922,1
364,3.224619780225638,108.63924407958984,1
365,3.1757618126789775,35.4286994934082,1
366,3.2734775609044675,79.98432922363281,1
367,3.3223355822479346,178.43051147460938,1
368,3.175762045434098,230.51174926757812,1
369,3.1757618920969986,213.20465087890625,1
370,3.1757618920969986,159.2542266845703,1
371,3.126903846600607,137.09642028808594,1
372,3.126903846600607,104.71237182617188,1
373,3.17576177181013,157.71253967285156,1
374,3.0780460966520593,147.00613403320312,1
375,3.0780460966520593,201.14306640625,1
376,3.078046101879974,334.6759338378906,1
377,3.078046101879974,237.2609100341797,1
378,3.0780459497528945,53.52534103393555,1
379,3.0780459497528945,150.1132049560547,1
380,3.078046050588113,240.0720977783203,1
381,3.078046050588113,161.26913452148438,1
382,3.322335456175778,89.31595611572266,1
383,3.3223353973096237,131.7067413330078,1
384,3.224619722151553,71.94284057617188,1
385,3.224619818285241,106.87555694580078,1
386,3.371193284369511,43.94002151489258,1
387,3.2734775607390567,78.35575866699219,1
388,3.4200513518633233,36.998565673828125,1
389,3.468909038331547,47.718780517578125,1
390,3.371193249937155,77.38632202148438,1
391,3.468909038331547,66.2835464477539,1
392,3.5177667882507864,142.06126403808594,1
393,3.468909119061771,250.52444458007812,1
394,3.566624853498792,81.6213150024414,1
395,3.61548270067224,145.71742248535156,1
396,3.61548270067224,99.49055480957031,1
397,3.7131983795923182,132.69837951660156,1
398,3.762056226765766,112.58723449707031,1
399,3.8109143042338767,130.8041534423828,1
400,3.8109143042338767,101.25970458984375,1
401,3.9086297434357666,100.43900299072266,1
402,3.957487814900586,86.5523910522461,1
403,3.908629737432475,170.4520263671875,1
404,3.957487814900586,91.24304962158203,1
405,3.957487814900586,108.72173309326172,1
406,4.055203278952819,162.47760009765625,1
407,4.055203278952819,174.4222412109375,1
408,4.104061453218622,144.74876403808594,1
409,4.152918970947497,127.62928009033203,1
410,4.201777430972633,277.1622009277344,1
411,4.2994929172763126,115.09796905517578,1
412,4.348350912920718,182.1924591064453,1
413,4.397208430649592,68.06809997558594,1
414,4.3972085753354495,99.06340789794922,1
415,4.3483509871447925,72.95198822021484,1
416,4.3972085753354495,70.68135070800781,1
417,4.49492423101992,80.70543670654297,1
418,4.49492423101992,121.13939666748047,1
419,4.543782286885442,64.82797241210938,1
420,4.543782286885442,69.55850219726562,1
421,4.49492461712102,54.12742614746094,1
422,4.5926405275131925,42.93162155151367,1
423,4.641498007386413,45.7443962097168,1
424,4.641498007386413,58.87321090698242,1
425,4.543782204314896,23.579402923583984,1
426,4.543782204314896,34.928035736083984,1
427,4.543782204314896,36.75361633300781,1
428,4.690356581862743,21.672359466552734,1
429,4.690356581862743,26.626554489135742,1
430,4.543782116858299,38.324981689453125,1
431,4.543782116858299,56.580806732177734,1
432,4.543782116858299,24.877744674682617,1
433,4.983503221454715,27.544937133789062,1
434,4.983503221454715,27.733915328979492,1
435,4.592640261547544,18.185543060302734,1
436,4.543782389122692,35.8699951171875,1
437,4.543782389122692,42.29167175292969,1
438,4.592640261547544,32.35777282714844,1
439,4.592640466167857,27.91387939453125,1
440,4.641497860553023,36.59403610229492,1
441,4.690356581862743,31.221250534057617,1
442,4.690356581862743,58.705108642578125,1
443,4.690355967437163,52.359764099121094,1
444,4.690355967437163,49.03422927856445,1
445,5.0323611590682455,28.157190322875977,1
446,4.641498007386413,23.137418746948242,1
447,4.54378209699424,28.056739807128906,1
448,4.690355967437163,54.07931900024414,1
449,4.6903560100637245,100.43246459960938,1
450,4.6903560100637245,111.3797836303711,1
451,4.739213854570898,67.70614624023438,1
452,4.739213854570898,128.22506713867188,1
453,4.739213854570898,163.78097534179688,1
454,4.739213854570898,54.36505126953125,1
455,4.788071385436592,140.21548461914062,1
456,4.788071897600354,82.16656494140625,1
457,4.788071385436592,104.05823516845703,1
458,4.788071897600354,25.1419620513916,1
459,4.836930082012736,41.52191162109375,1
460,4.836930082012736,119.25951385498047,1
461,4.836930082012736,95.34773254394531,1
462,4.836929728250812,76.29806518554688,1
463,4.836929728250812,28.34139633178711,1
464,4.836929728250812,33.55549621582031,1
465,5.130076776240053,48.79248809814453,1
466,4.739214154536913,38.041961669921875,1
467,4.836929760911399,25.701568603515625,1
468,4.788071463457936,25.271162033081055,1
469,5.0323612681127035,17.68951988220215,1
470,4.934645264390291,50.87120056152344,1
471,4.934645264390291,47.9022102355957,1
472,5.0323612681127035,30.593162536621094,1
473,4.983503266251497,51.672950744628906,1
474,4.983503266251497,64.22703552246094,1
475,4.983503266251497,109.83200073242188,1
476,4.983503266251497,50.79230880737305,1
477,4.983503266251497,49.2266845703125,1
478,4.983503415161148,42.26545715332031,1
479,4.983503266251497,57.15449905395508,1
480,5.374366380844233,24.755130767822266,1
481,5.374366380844233,22.95231056213379,1
482,5.081219269973911,34.16703414916992,1
483,5.081219269973911,18.1519832611084,1
484,5.081219269973911,30.195281982421875,1
485,5.081219269973911,25.45167350769043,1
486,5.081219269973911,25.298538208007812,1
487,5.081219269973911,18.664669036865234,1
488,5.081219269973911,23.748815536499023,1
489,5.0323612681127035,17.258529663085938,1
490,5.0323612681127035,19.21510124206543,1
491,5.081219269973911,24.685659408569336,1
492,5.081219269973911,36.741546630859375,1
493,5.081219269973911,47.205787658691406,1
494,4.934645312879104,47.186988830566406,1
495,5.08121939494577,36.23870849609375,1
496,5.0323612681127035,24.09941291809082,1
497,5.032360872130889,50.61714553833008,1
498,5.032360872130889,31.393831253051758,1
499,4.934645312879104,38.714073181152344,1
500,4.934645191556092,77.45569610595703,1
501,4.983503415161148,56.56165313720703,1
502,4.934645191556092,43.19449234008789,1
503,4.934645191556092,104.57630920410156,1
504,4.934645191556092,86.041259765625,1
505,4.934645191556092,64.50241088867188,1
506,4.934645039421312,43.79935836791992,1
507,4.983503305988568,67.62889862060547,1
508,4.983503305988568,108.45578002929688,1
509,4.98350319950896,76.67042541503906,1
510,4.98350319950896,59.060062408447266,1
511,4.98350319950896,68.2400131225586,1
512,5.032360993682206,63.40400314331055,1
513,5.13007668476877,48.39175796508789,1
514,5.03236088036733,56.89631271362305,1
515,4.739214035480697,114.9334945678711,2
516,4.739214016295622,135.353759765625,2
517,4.739214016295622,79.68311309814453,2
518,4.690356128593223,105.88334655761719,2
519,4.690356128593223,104.93194580078125,2
520,4.690356128593223,51.73488998413086,2
521,4.6903563723454065,61.70338821411133,2
522,4.6903563723454065,138.01512145996094,2
523,4.690356199636163,109.25572967529297,2
524,4.739214029706105,79.44706726074219,2
525,4.6414983607865175,83.7159194946289,2
526,4.739214029706105,79.61183166503906,2
527,4.6414983607865175,92.56282043457031,2
528,4.592640488185762,108.15766906738281,2
529,4.592640488185762,136.88668823242188,2
530,4.592640488185762,127.79878234863281,2
531,4.592640372622813,255.76193237304688,2
532,4.592640372622813,89.773193359375,2
533,4.7392135982543815,39.53739547729492,2
534,4.592640354379254,44.13426971435547,2
535,4.543782286885442,44.5578727722168,2
536,4.592640354379254,160.9326629638672,2
537,4.7392140721817135,46.306034088134766,2
538,4.5926405275131925,150.88006591796875,2
539,4.5926406479293345,120.83676147460938,2
540,4.7392140817099415,77.60697937011719,2
541,4.983503208726822,25.412891387939453,2
